HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,WA (NR),WA (R),Short Description
A6567,,,D,LC,0,0,800.42,0,G com garment neck/head cust
A6568,,,D,LC,0,0,166.26,0,G com garment torso/shldr
A6569,,,D,LC,0,0,946.74,0,G com garmnt torso/shdr cust
A6570,,,D,LC,0,0,113.28,0,Grad com garment genital
A6571,,,D,LC,0,0,680.84,0,G com garment genital custm
A6572,,,D,LC,0,0,105.11,0,Grad com garment toe caps
A6573,,,D,LC,0,0,249.43,0,Grad com garmnt toe cap cust
A6574,,,D,LC,0,0,317.99,0,Custom gradient sleev/glov
A6575,,,D,LC,0,0,103.05,0,Gradient comp sleev/glov
A6576,,,D,LC,0,0,195.16,0,Custom grad com sleeve med
A6577,,,D,LC,0,0,161.53,0,Custom grad cm sleeve heavy
A6578,,,D,LC,0,0,79.55,0,Gradient comp sleeve
A6579,,,D,LC,0,0,313.26,0,Custom grad com glove med
A6580,,,D,LC,0,0,310.96,0,Custom grad com glove heavy
A6581,,,D,LC,0,0,72.99,0,Gradient comp glove
A6582,,,D,LC,0,0,48.68,0,Gradient comp gauntlet
A6583,,,D,LC,0,0,160.13,0,Grad com wrap w straps bk
A6585,,,D,LC,0,0,189.6,0,Grad com wrap w straps ak
A6586,,,D,LC,0,0,558.59,0,Grad com wrap w strap fu leg
A6587,,,D,LC,0,0,73.17,0,Grad com wrap w straps foot
A6588,,,D,LC,0,0,243.87,0,Grad com wrap w strap arm
A6589,,,D,LC,0,0,96.27,0,Grad com wrap w straps bra
A6590,,,D,SU,0,0,446.1,0,urinary cath disp suc pump
A6591,,,D,SU,90.64,77.04,90.64,0,Urinary cath suc pump
A6594,,,D,LC,0,0,35.05,0,G comp bandge liner lwr extr
A6595,,,D,LC,0,0,34.48,0,G comp bandge liner upr extr
A6596,,,D,LC,0,0,0.18,0,G comp bandge conform gauze
A6597,,,D,LC,0,0,1.55,0,G comp bandage long stretch
A6598,,,D,LC,0,0,0.75,0,G comp bandage med stretch
A6599,,,D,LC,0,0,1.7,0,G comp bandage short stretch
A6600,,,D,LC,0,0,3.07,0,G com bandge hgh dn foam sht
A6601,,,D,LC,0,0,3.45,0,G com bandge hgh dn foam pad
A6602,,,D,LC,0,0,5.03,0,G com bandge hgh dn foamroll
A6603,,,D,LC,0,0,2.36,0,G com bandge low dn foamchnl
A6604,,,D,LC,0,0,1.38,0,G com bandge low dn foam flt
A6605,,,D,LC,0,0,1.57,0,G com bandage padded foam
A6606,,,D,LC,0,0,4.67,0,G com bandage padded textile
A6607,,,D,LC,0,0,1.25,0,G com bandage tub protct lyr
A6608,,,D,LC,0,0,5.21,0,G com bandage tub protct pad
A6610,,,D,LC,0,0,226.38,0,G com stcking bk 18-30 custm
A7000,NU,,D,IN,0,0,10.37,11.58,Disposable canister for pump
A7000,NU,KE,D,IN,0,0,0,12.43,Disposable canister for pump
A7001,NU,,D,IN,47.13,40.06,47.13,0,Nondisposable pump canister
A7002,NU,,D,IN,5.47,4.65,5.47,0,Tubing used w suction pump
A7003,NU,,D,IN,0,0,1.91,3,Nebulizer administration set
A7004,NU,,D,IN,0,0,1.59,2.15,Disposable nebulizer sml vol
A7005,NU,,D,IN,0,0,11.77,30.13,Nondisposable nebulizer set
A7006,NU,,D,IN,0,0,8.19,11.76,Filtered nebulizer admin set
A7007,NU,,D,IN,0,0,3.47,5.48,Lg vol nebulizer disposable
A7008,NU,,D,IN,15.67,13.32,15.67,0,Disposable nebulizer prefill
A7009,NU,,D,IN,59.94,50.95,59.94,0,Nebulizer reservoir bottle
A7010,NU,,D,IN,0,0,18.61,27.39,Disposable corrugated tubing
A7012,NU,,D,IN,0,0,3.46,4.63,Nebulizer water collec devic
A7013,NU,,D,IN,0,0,0.68,0.97,Disposable compressor filter
A7014,NU,,D,IN,0,0,3.9,5.43,Compressor nondispos filter
A7015,NU,,D,IN,0,0,1.46,2.21,Aerosol mask used w nebulize
A7016,NU,,D,IN,10.34,8.79,10.34,0,Nebulizer dome & mouthpiece
A7017,NU,,D,IN,0,0,142.05,175.48,Nebulizer not used w oxygen
A7017,RR,,D,IN,0,0,14.21,17.56,Nebulizer not used w oxygen
A7017,UE,,D,IN,0,0,106.54,131.61,Nebulizer not used w oxygen
A7018,,,D,SU,0,0,0.39,0.49,Water distilled w/nebulizer
A7020,NU,,D,IN,20.62,17.53,20.62,0,"Interface, cough stim device"
A7021,NU,,D,IN,0,0,136.3,0,Suppl and access lung expan
A7025,RR,,D,CR,61.99,52.69,61.99,0,Replace chest compress vest
A7026,NU,,D,IN,40.96,34.82,40.96,0,Replace chst cmprss sys hose
A7027,NU,,D,IN,0,0,151.77,216.07,Combination oral/nasal mask
A7028,NU,,D,IN,0,0,41.72,58.64,Repl oral cushion combo mask
A7029,NU,,D,IN,0,0,19.35,25.11,Repl nasal pillow comb mask
A7030,NU,,D,IN,0,0,109.52,177.85,Cpap full face mask
A7031,NU,,D,IN,0,0,42.16,66.42,Replacement facemask interfa
A7032,NU,,D,IN,0,0,23.77,38.07,Replacement nasal cushion
A7033,NU,,D,IN,0,0,19.48,28.25,Replacement nasal pillows
A7034,NU,,D,IN,0,0,68.93,111.03,Nasal application device
A7035,NU,,D,IN,0,0,23.12,37.23,Pos airway press headgear
A7036,NU,,D,IN,0,0,13.7,18.52,Pos airway press chinstrap
A7037,NU,,D,IN,0,0,15.64,33.51,Pos airway pressure tubing
A7038,NU,,D,IN,0,0,2.59,4.78,Pos airway pressure filter
A7039,NU,,D,IN,0,0,7.64,13.64,"Filter, non disposable w pap"
A7040,,,L,PO,68.67,51.5,56.24,0,One way chest drain valve
A7041,,,L,PO,129.07,96.8,105.73,0,Water seal drain container
A7044,NU,,D,IN,0,0,111.9,131.93,Pap oral interface
A7045,NU,,D,IN,0,0,15.67,20.35,Repl exhalation port for pap
A7045,RR,,D,IN,0,0,1.57,2.03,Repl exhalation port for pap
A7045,UE,,D,IN,0,0,11.75,15.27,Repl exhalation port for pap
A7046,NU,,D,IN,0,0,16.73,21.23,"Repl water chamber, pap dev"
A7047,NU,,D,IN,172.31,146.46,172.31,0,Resp suction oral interface
A7048,,,L,PO,71.85,53.88,58.86,0,Vacuum drain bottle/tube kit
A7501,,,D,OS,149.66,127.21,149.66,0,Tracheostoma valve w diaphra
A7502,,,D,OS,71.15,60.48,71.15,0,Replacement diaphragm/fplate
A7503,,,D,OS,16.17,13.74,16.17,0,Hmes filter holder or cap
A7504,,,D,OS,0.97,0.82,0.97,0,Tracheostoma hmes filter
A7505,,,D,OS,6.68,5.68,6.68,0,Hmes or trach valve housing
A7506,,,D,OS,0.46,0.39,0.46,0,Hmes/trachvalve adhesivedisk
A7507,,,D,OS,3.56,3.03,3.56,0,Integrated filter & holder
A7508,,,D,OS,4.09,3.48,4.09,0,Housing & integrated adhesiv
A7509,,,D,OS,2.01,1.71,2.01,0,Heat & moisture exchange sys
A7520,,,D,OS,67.66,57.51,67.66,0,Trach/laryn tube non-cuffed
A7521,,,D,OS,67.04,56.98,67.04,0,Trach/laryn tube cuffed
A7522,,,D,OS,64.36,54.71,64.36,0,Trach/laryn tube stainless
A7524,,,D,OS,110.33,93.78,110.33,0,Tracheostoma stent/stud/bttn
A7525,,,D,OS,2.94,2.5,2.94,0,Tracheostomy mask
A7526,,,D,OS,4.83,4.11,4.83,0,Tracheostomy tube collar
A7527,,,D,OS,5.1,4.34,5.1,0,Trach/laryn tube plug/stop
A8000,NU,,D,IN,218.57,185.78,218.57,0,Soft protect helmet prefab
A8000,RR,,D,IN,21.86,18.58,21.86,0,Soft protect helmet prefab
A8000,UE,,D,IN,163.97,139.37,163.97,0,Soft protect helmet prefab
A8001,NU,,D,IN,218.57,185.78,218.57,0,Hard protect helmet prefab
A8001,RR,,D,IN,21.86,18.58,21.86,0,Hard protect helmet prefab
A8001,UE,,D,IN,163.97,139.37,163.97,0,Hard protect helmet prefab
A8002,NU,,D,IN,0,0,0,0,Soft protect helmet custom
A8002,RR,,D,IN,0,0,0,0,Soft protect helmet custom
A8002,UE,,D,IN,0,0,0,0,Soft protect helmet custom
A8003,NU,,D,IN,0,0,0,0,Hard protect helmet custom
A8003,RR,,D,IN,0,0,0,0,Hard protect helmet custom
A8003,UE,,D,IN,0,0,0,0,Hard protect helmet custom
A8004,NU,,D,IN,0,0,0,0,"Repl soft interface, helmet"
A8004,RR,,D,IN,0,0,0,0,"Repl soft interface, helmet"
A8004,UE,,D,IN,0,0,0,0,"Repl soft interface, helmet"
E0100,NU,,D,IN,30.04,25.53,30.04,0,Cane adjust/fixed with tip
E0100,RR,,D,IN,8.44,7.17,8.44,0,Cane adjust/fixed with tip
E0100,UE,,D,IN,23.94,20.35,23.94,0,Cane adjust/fixed with tip
E0105,NU,,D,IN,70,59.5,70,0,Cane adjust/fixed quad/3 pro
E0105,RR,,D,IN,12.64,10.74,12.64,0,Cane adjust/fixed quad/3 pro
E0105,UE,,D,IN,53.95,45.86,53.95,0,Cane adjust/fixed quad/3 pro
E0110,NU,,D,IN,110.58,93.99,110.58,0,Crutch forearm pair
E0110,RR,,D,IN,22.78,19.36,22.78,0,Crutch forearm pair
E0110,UE,,D,IN,82.9,70.47,82.9,0,Crutch forearm pair
E0111,NU,,D,IN,75.88,64.5,75.88,0,Crutch forearm each
E0111,RR,,D,IN,12.02,10.22,12.02,0,Crutch forearm each
E0111,UE,,D,IN,58.59,49.8,58.59,0,Crutch forearm each
E0112,NU,,D,IN,52.74,44.83,52.74,0,Crutch underarm pair wood
E0112,RR,,D,IN,14.17,12.04,14.17,0,Crutch underarm pair wood
E0112,UE,,D,IN,40.23,34.2,40.23,0,Crutch underarm pair wood
E0113,NU,,D,IN,30.13,25.61,30.13,0,Crutch underarm each wood
E0113,RR,,D,IN,7.32,6.22,6.22,0,Crutch underarm each wood
E0113,UE,,D,IN,22.59,19.2,22.59,0,Crutch underarm each wood
E0114,NU,,D,IN,67.26,57.17,63.41,0,Crutch underarm pair no wood
E0114,RR,,D,IN,12.21,10.38,12.21,0,Crutch underarm pair no wood
E0114,UE,,D,IN,50.85,43.22,47.58,0,Crutch underarm pair no wood
E0116,NU,,D,IN,39.55,33.62,33.93,0,Crutch underarm each no wood
E0116,RR,,D,IN,7.72,6.56,7.72,0,Crutch underarm each no wood
E0116,UE,,D,IN,29.76,25.3,25.42,0,Crutch underarm each no wood
E0117,RR,,D,CR,27.45,23.33,27.45,0,Underarm springassist crutch
E0130,NU,,D,IN,0,0,57.09,74.18,Walker rigid adjust/fixed ht
E0130,RR,,D,IN,0,0,5.71,12.5,Walker rigid adjust/fixed ht
E0130,UE,,D,IN,0,0,42.82,56.9,Walker rigid adjust/fixed ht
E0135,NU,,D,IN,0,0,57.25,82.59,Walker folding adjust/fixed
E0135,RR,,D,IN,0,0,5.72,13.7,Walker folding adjust/fixed
E0135,UE,,D,IN,0,0,42.93,62.24,Walker folding adjust/fixed
E0140,RR,,D,CR,0,0,33.71,41.3,Walker w trunk support
E0141,NU,,D,IN,0,0,59.18,103.22,Rigid wheeled walker adj/fix
E0141,RR,,D,IN,0,0,5.92,16.99,Rigid wheeled walker adj/fix
E0141,UE,,D,IN,0,0,44.39,77.42,Rigid wheeled walker adj/fix
E0143,NU,,D,IN,0,0,59.18,106.25,Walker folding wheeled w/o s
E0143,RR,,D,IN,0,0,5.92,14.52,Walker folding wheeled w/o s
E0143,UE,,D,IN,0,0,44.39,79.57,Walker folding wheeled w/o s
E0144,RR,,D,CR,0,0,34.36,36.75,Enclosed walker w rear seat
E0147,NU,,D,IN,0,0,485.8,631.58,Walker variable wheel resist
E0147,RR,,D,IN,0,0,48.58,63.16,Walker variable wheel resist
E0147,UE,,D,IN,0,0,364.35,473.69,Walker variable wheel resist
E0148,NU,,D,IN,0,0,101.47,134.5,Heavyduty walker no wheels
E0148,RR,,D,IN,0,0,10.15,13.46,Heavyduty walker no wheels
E0148,UE,,D,IN,0,0,76.11,100.87,Heavyduty walker no wheels
E0149,RR,,D,CR,0,0,15.25,21.71,Heavy duty wheeled walker
E0153,NU,,D,IN,98.9,84.07,97.88,0,Forearm crutch platform atta
E0153,RR,,D,IN,11.19,9.51,9.78,0,Forearm crutch platform atta
E0153,UE,,D,IN,74.15,63.03,73.42,0,Forearm crutch platform atta
E0154,NU,,D,IN,0,0,58.8,76.74,Walker platform attachment
E0154,RR,,D,IN,0,0,5.88,8.6,Walker platform attachment
E0154,UE,,D,IN,0,0,44.1,53.04,Walker platform attachment
E0155,NU,,D,IN,0,0,25.63,30.72,"Walker wheel attachment,pair"
E0155,RR,,D,IN,0,0,2.56,3.79,"Walker wheel attachment,pair"
E0155,UE,,D,IN,0,0,19.22,23.25,"Walker wheel attachment,pair"
E0156,NU,,D,IN,0,0,20.09,26.97,Walker seat attachment
E0156,RR,,D,IN,0,0,2.01,3.15,Walker seat attachment
E0156,UE,,D,IN,0,0,15.07,20.24,Walker seat attachment
E0157,NU,,D,IN,0,0,64.94,85.73,Walker crutch attachment
E0157,RR,,D,IN,0,0,6.5,8.58,Walker crutch attachment
E0157,UE,,D,IN,0,0,48.71,64.31,Walker crutch attachment
E0158,NU,,D,IN,0,0,26.12,34.52,Walker leg extenders set of4
E0158,RR,,D,IN,0,0,2.61,3.66,Walker leg extenders set of4
E0158,UE,,D,IN,0,0,19.59,25.99,Walker leg extenders set of4
E0159,NU,,D,IN,0,0,16.72,20.99,Brake for wheeled walker
E0159,RR,,D,IN,0,0,1.67,2.14,Brake for wheeled walker
E0159,UE,,D,IN,0,0,12.54,15.75,Brake for wheeled walker
E0160,NU,,D,IN,0,0,35.4,43.27,Sitz type bath or equipment
E0160,RR,,D,IN,0,0,3.54,5.07,Sitz type bath or equipment
E0160,UE,,D,IN,0,0,26.55,32.44,Sitz type bath or equipment
E0161,NU,,D,IN,0,0,28.15,35.57,Sitz bath/equipment w/faucet
E0161,RR,,D,IN,0,0,2.82,4.24,Sitz bath/equipment w/faucet
E0161,UE,,D,IN,0,0,21.11,26.65,Sitz bath/equipment w/faucet
E0162,NU,,D,IN,207.65,176.5,176.5,0,Sitz bath chair
E0162,RR,,D,IN,21.8,18.53,18.53,0,Sitz bath chair
E0162,UE,,D,IN,161.02,136.87,136.87,0,Sitz bath chair
E0163,NU,,D,IN,0,0,63.19,114.64,Commode chair with fixed arm
E0163,RR,,D,IN,0,0,6.32,19.76,Commode chair with fixed arm
E0163,UE,,D,IN,0,0,47.39,87.64,Commode chair with fixed arm
E0165,RR,,D,CR,0,0,14.77,21.6,Commode chair with detacharm
E0167,NU,,D,IN,0,0,13.06,15.95,Commode chair pail or pan
E0167,RR,,D,IN,0,0,1.31,1.59,Commode chair pail or pan
E0167,UE,,D,IN,0,0,9.8,12,Commode chair pail or pan
E0168,NU,,D,IN,0,0,139.89,187.48,Heavyduty/wide commode chair
E0168,RR,,D,IN,0,0,13.99,18.8,Heavyduty/wide commode chair
E0168,UE,,D,IN,0,0,104.92,140.6,Heavyduty/wide commode chair
E0170,RR,,D,CR,0,0,195.98,226.02,Commode chair electric
E0171,RR,,D,CR,0,0,36.34,41.22,Commode chair non-electric
E0175,NU,,D,IN,94.39,80.23,84.79,0,Commode chair foot rest
E0175,RR,,D,IN,9.44,8.02,8.44,0,Commode chair foot rest
E0175,UE,,D,IN,69.48,59.06,63.56,0,Commode chair foot rest
E0181,RR,,D,CR,0,0,19.37,29.19,Press pad alternating w/ pum
E0182,RR,,D,CR,0,0,25.88,32.87,"Replace pump, alt press pad"
E0183,RR,,D,CR,0,0,19.37,29.19,Press underlay alter w/pump
E0184,NU,,D,IN,0,0,196.24,248.63,Dry pressure mattress
E0184,RR,,D,IN,0,0,19.62,28.5,Dry pressure mattress
E0184,UE,,D,IN,0,0,147.19,188.82,Dry pressure mattress
E0185,NU,,D,IN,0,0,201.76,343.67,Gel pressure mattress pad
E0185,RR,,D,IN,0,0,20.18,43.6,Gel pressure mattress pad
E0185,UE,,D,IN,0,0,151.32,261.74,Gel pressure mattress pad
E0186,RR,,D,CR,0,0,23.9,27.24,Air pressure mattress
E0187,RR,,D,CR,0,0,27.4,31.07,Water pressure mattress
E0188,NU,,D,IN,0,0,31.44,35.67,Synthetic sheepskin pad
E0188,RR,,D,IN,0,0,3.14,3.87,Synthetic sheepskin pad
E0188,UE,,D,IN,0,0,23.59,26.77,Synthetic sheepskin pad
E0189,NU,,D,IN,0,0,60.46,62.95,Lambswool sheepskin pad
E0189,RR,,D,IN,0,0,6.04,6.8,Lambswool sheepskin pad
E0189,UE,,D,IN,0,0,45.35,47.21,Lambswool sheepskin pad
E0191,NU,,D,IN,14.24,12.1,12.1,0,Protector heel or elbow
E0191,RR,,D,IN,1.47,1.25,1.25,0,Protector heel or elbow
E0191,UE,,D,IN,10.62,9.03,9.03,0,Protector heel or elbow
E0193,RR,,D,CR,0,0,854.94,1029.05,Powered air flotation bed
E0194,RR,,D,CR,4637.87,3942.19,4134.43,0,Air fluidized bed
E0196,RR,,D,CR,0,0,38.74,44.79,Gel pressure mattress
E0197,RR,,D,CR,0,0,21.61,34.17,Air pressure pad for mattres
E0198,RR,,D,CR,31.59,26.85,26.85,0,Water pressure pad for mattr
E0199,NU,,D,IN,0,0,37.88,43.65,Dry pressure pad for mattres
E0199,RR,,D,IN,0,0,3.79,4.35,Dry pressure pad for mattres
E0199,UE,,D,IN,0,0,28.41,32.73,Dry pressure pad for mattres
E0200,NU,,D,IN,112.99,96.04,112.99,0,Heat lamp without stand
E0200,RR,,D,IN,15.34,13.04,15.34,0,Heat lamp without stand
E0200,UE,,D,IN,84.79,72.07,84.79,0,Heat lamp without stand
E0201,NU,,D,IN,146.52,124.54,146.52,0,Penile contractur devic manu
E0201,RR,,D,IN,14.65,12.45,14.65,0,Penile contractur devic manu
E0201,UE,,D,IN,109.89,93.41,109.89,0,Penile contractur devic manu
E0202,RR,,D,CR,89.25,75.86,75.86,0,Phototherapy light w/ photom
E0205,NU,,D,IN,276.56,235.08,276.56,0,Heat lamp with stand
E0205,RR,,D,IN,30.43,25.87,30.43,0,Heat lamp with stand
E0205,UE,,D,IN,207.43,176.32,207.43,0,Heat lamp with stand
E0210,NU,,D,IN,46.54,39.56,46.54,0,Electric heat pad standard
E0210,RR,,D,IN,4.39,3.73,4.39,0,Electric heat pad standard
E0210,UE,,D,IN,34.87,29.64,34.87,0,Electric heat pad standard
E0215,NU,,D,IN,100.96,85.82,100.96,0,Electric heat pad moist
E0215,RR,,D,IN,10.57,8.98,8.98,0,Electric heat pad moist
E0215,UE,,D,IN,75.74,64.38,75.74,0,Electric heat pad moist
E0217,NU,,D,IN,707.53,601.4,707.53,0,Water circ heat pad w pump
E0217,RR,,D,IN,78.76,66.95,78.76,0,Water circ heat pad w pump
E0217,UE,,D,IN,530.61,451.02,530.61,0,Water circ heat pad w pump
E0225,NU,,D,IN,553.88,470.8,553.88,0,Hydrocollator unit
E0225,RR,,D,IN,54.59,46.4,54.59,0,Hydrocollator unit
E0225,UE,,D,IN,415.42,353.11,415.42,0,Hydrocollator unit
E0235,RR,,D,CR,24.58,20.89,22.61,0,Paraffin bath unit portable
E0236,RR,,D,CR,63.06,53.6,60.5,0,Pump for water circulating p
E0239,NU,,D,IN,641.07,544.91,641.07,0,Hydrocollator unit portable
E0239,RR,,D,IN,64.12,54.5,64.12,0,Hydrocollator unit portable
E0239,UE,,D,IN,480.82,408.7,480.82,0,Hydrocollator unit portable
E0249,NU,,D,IN,141.94,120.65,120.65,0,Pad water circulating heat u
E0249,RR,,D,IN,15.6,13.26,13.26,0,Pad water circulating heat u
E0249,UE,,D,IN,106.45,90.48,90.48,0,Pad water circulating heat u
E0250,RR,,D,CR,0,0,74.28,98.68,Hosp bed fixed ht w/ mattres
E0251,RR,,D,CR,0,0,69.09,81.48,Hosp bed fixd ht w/o mattres
E0255,RR,,D,CR,0,0,74.66,113.99,Hospital bed var ht w/ mattr
E0256,RR,,D,CR,0,0,71.35,91.81,Hospital bed var ht w/o matt
E0260,RR,,D,CR,0,0,74.66,128.14,Hosp bed semi-electr w/ matt
E0261,RR,,D,CR,0,0,74.66,125.94,Hosp bed semi-electr w/o mat
E0265,RR,,D,CR,0,0,184.01,214.77,Hosp bed total electr w/ mat
E0266,RR,,D,CR,0,0,160.11,189.13,Hosp bed total elec w/o matt
E0271,NU,,D,IN,0,0,146.7,220.83,Mattress innerspring
E0271,RR,,D,IN,0,0,14.67,22.08,Mattress innerspring
E0271,UE,,D,IN,0,0,110.02,169.87,Mattress innerspring
E0272,NU,,D,IN,0,0,165.67,213.61,Mattress foam rubber
E0272,RR,,D,IN,0,0,16.57,21.37,Mattress foam rubber
E0272,UE,,D,IN,0,0,124.26,160.22,Mattress foam rubber
E0275,NU,,D,IN,0,0,16.99,20.45,Bed pan standard
E0275,RR,,D,IN,0,0,1.7,2.1,Bed pan standard
E0275,UE,,D,IN,0,0,12.74,15.33,Bed pan standard
E0276,NU,,D,IN,0,0,14.51,16.11,Bed pan fracture
E0276,RR,,D,IN,0,0,1.45,1.78,Bed pan fracture
E0276,UE,,D,IN,0,0,10.89,12.52,Bed pan fracture
E0277,RR,,D,CR,0,0,185.56,563.6,Powered pres-redu air mattrs
E0280,NU,,D,IN,0,0,38.54,44.88,Bed cradle
E0280,RR,,D,IN,0,0,3.85,4.67,Bed cradle
E0280,UE,,D,IN,0,0,28.91,33.66,Bed cradle
E0290,RR,,D,CR,0,0,66.06,84.85,Hosp bed fx ht w/o rails w/m
E0291,RR,,D,CR,0,0,52.06,63.66,Hosp bed fx ht w/o rail w/o
E0292,RR,,D,CR,0,0,72.17,92.72,Hosp bed var ht no sr w/matt
E0293,RR,,D,CR,0,0,66.37,81.68,Hosp bed var ht no sr no mat
E0294,RR,,D,CR,0,0,74.66,122.09,Hosp bed semi-elect w/ mattr
E0295,RR,,D,CR,0,0,74.66,116.49,Hosp bed semi-elect w/o matt
E0296,RR,,D,CR,0,0,143.57,172.63,Hosp bed total elect w/ matt
E0297,RR,,D,CR,0,0,126.69,149.74,Hosp bed total elect w/o mat
E0300,RR,,D,CR,0,0,319.91,334.29,Enclosed ped crib hosp grade
E0301,RR,,D,CR,0,0,188.27,276.19,"Hd hosp bed, 350-600 lbs"
E0302,RR,,D,CR,0,0,570.14,760.81,Ex hd hosp bed > 600 lbs
E0303,RR,,D,CR,0,0,189.35,298.13,Hosp bed hvy dty xtra wide
E0304,RR,,D,CR,0,0,573.26,803.56,Hosp bed xtra hvy dty x wide
E0305,RR,,D,CR,0,0,12.77,18.28,Rails bed side half length
E0310,NU,,D,IN,0,0,129.76,195.64,Rails bed side full length
E0310,RR,,D,IN,0,0,12.98,20.4,Rails bed side full length
E0310,UE,,D,IN,0,0,97.32,147.54,Rails bed side full length
E0316,RR,,D,CR,0,0,249.45,249.45,Bed safety enclosure
E0325,NU,,D,IN,0,0,10.47,13.44,Urinal male jug-type
E0325,RR,,D,IN,0,0,1.04,1.7,Urinal male jug-type
E0325,UE,,D,IN,0,0,7.85,8.1,Urinal male jug-type
E0326,NU,,D,IN,0,0,12.44,14.15,Urinal female jug-type
E0326,RR,,D,IN,0,0,1.24,1.39,Urinal female jug-type
E0326,UE,,D,IN,0,0,9.33,10.62,Urinal female jug-type
E0371,RR,,D,CR,0,0,185.56,404.35,Nonpower mattress overlay
E0372,RR,,D,CR,0,0,185.56,462.75,Powered air mattress overlay
E0373,RR,,D,CR,0,0,185.56,508.9,Nonpowered pressure mattress
E0424,RR,,D,OX,0,0,94.56,177.16,Stationary compressed gas 02
E0424,RR,QB,D,OX,0,0,94.56,177.16,Stationary compressed gas 02
E0424,RR,QF,D,OX,0,0,94.56,177.16,Stationary compressed gas 02
E0431,RR,,D,OX,0,0,21.88,31.64,Portable gaseous 02
E0431,RR,QB,D,OX,0,0,47.28,88.58,Portable gaseous 02
E0431,RR,QF,D,OX,0,0,47.28,88.58,Portable gaseous 02
E0433,RR,,D,OX,0,0,48.2,51.63,Portable liquid oxygen sys
E0433,RR,QB,D,OX,0,0,48.2,88.58,Portable liquid oxygen sys
E0433,RR,QF,D,OX,0,0,48.2,88.58,Portable liquid oxygen sys
E0434,RR,,D,OX,0,0,48.2,51.63,Portable liquid 02
E0434,RR,QB,D,OX,0,0,48.2,88.58,Portable liquid 02
E0434,RR,QF,D,OX,0,0,48.2,88.58,Portable liquid 02
E0439,RR,,D,OX,0,0,94.56,177.16,Stationary liquid 02
E0439,RR,QB,D,OX,0,0,94.56,177.16,Stationary liquid 02
E0439,RR,QF,D,OX,0,0,94.56,177.16,Stationary liquid 02
E0441,,,D,OX,0,0,68.87,75.84,"Stationary o2 contents, gas"
E0442,,,D,OX,0,0,68.87,75.84,"Stationary o2 contents, liq"
E0443,,,D,OX,0,0,59.65,72.41,"Portable 02 contents, gas"
E0444,,,D,OX,0,0,59.65,72.41,"Portable 02 contents, liquid"
E0447,,,D,OX,0,0,89.48,109.97,"Port o2 cont, liq over 4 lpm"
E0462,RR,,D,CR,415.3,353.01,353.01,0,Rocking bed w/ or w/o side r
E0465,RR,,D,FS,1360.33,1156.28,1156.28,0,Home vent invasive interface
E0466,RR,,D,FS,1360.33,1156.28,1156.28,0,Home vent non-invasive inter
E0467,RR,,D,FS,0,0,1369.79,1397.59,Home vent multi-function
E0468,RR,,D,FS,0,0,1258.42,0,home vent dual
E0469,RR,,D,CR,0,0,1567.21,0,Lung expans high oscil neb
E0470,RR,,D,CR,0,0,132.96,232.1,Rad w/o backup non-inv intfc
E0471,RR,,D,CR,0,0,329.72,579.71,Rad w/backup non inv intrfc
E0472,RR,,D,CR,0,0,547.42,671.68,Rad w backup invasive intrfc
E0480,RR,,D,CR,62.64,53.24,62.64,0,Percussor elect/pneum home m
E0482,RR,,D,CR,612.86,520.93,612.86,0,Cough stimulating device
E0483,RR,,D,CR,1515.12,1287.85,1515.12,0,Hi freq chest wall oscil sys
E0484,NU,,D,IN,52.64,44.74,52.64,0,Non-elec oscillatory pep dvc
E0484,RR,,D,IN,5.26,4.47,5.26,0,Non-elec oscillatory pep dvc
E0484,UE,,D,IN,39.48,33.56,39.48,0,Non-elec oscillatory pep dvc
E0485,NU,,D,IN,0,0,0,0,Oral device/appliance prefab
E0485,RR,,D,IN,0,0,0,0,Oral device/appliance prefab
E0485,UE,,D,IN,0,0,0,0,Oral device/appliance prefab
E0486,NU,,D,IN,0,0,0,0,Oral device/appliance cusfab
E0486,RR,,D,IN,0,0,0,0,Oral device/appliance cusfab
E0486,UE,,D,IN,0,0,0,0,Oral device/appliance cusfab
E0490,RR,,D,CR,0,0,127.58,0,Control unit nm hw remote
E0491,,,D,IN,105.37,89.56,105.37,0,Oral dv nm mouthpc hw remote
E0500,RR,,D,FS,156.43,132.97,132.97,0,Ippb all types
E0530,RR,,D,CR,37.12,31.55,37.12,0,Electronic posa treatment
E0550,RR,,D,CR,71.45,60.73,60.73,0,Humidif extens supple w ippb
E0560,NU,,D,IN,210.66,179.06,210.66,0,Humidifier supplemental w/ i
E0560,RR,,D,IN,24.68,20.98,24.68,0,Humidifier supplemental w/ i
E0560,UE,,D,IN,158.01,134.31,158.01,0,Humidifier supplemental w/ i
E0561,NU,,D,IN,0,0,94.31,115.59,Humidifier nonheated w pap
E0561,RR,,D,IN,0,0,9.43,11.55,Humidifier nonheated w pap
E0561,UE,,D,IN,0,0,70.74,86.69,Humidifier nonheated w pap
E0562,NU,,D,IN,0,0,168.2,280.29,Humidifier heated used w pap
E0562,RR,,D,IN,0,0,16.82,28.02,Humidifier heated used w pap
E0562,UE,,D,IN,0,0,126.15,210.21,Humidifier heated used w pap
E0565,RR,,D,CR,0,0,52.86,65.83,Compressor air power source
E0570,RR,,D,CR,0,0,6.09,15.43,Nebulizer with compression
